item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q2348767,Henry Seymour Conway,Irish politician,Q6581097,male,1719-08-12T00:00:00Z,11,1795-07-09T00:00:00Z,11
Q2348767,Henry Seymour Conway,Irish politician,Q6581097,male,1721-01-01T00:00:00Z,9,1795-07-09T00:00:00Z,11
Q18761982,Henry Somer,English administrator,Q6581097,male,1370-01-01T00:00:00Z,9,1450-01-01T00:00:00Z,9
Q193656,"Henry Temple, 3rd Viscount Palmerston",British statesman and prime minister (1784–1865),Q6581097,male,1784-10-20T00:00:00Z,11,1865-10-18T00:00:00Z,11
Q723938,"Henry Vassall-Fox, 3rd Baron Holland",English politician (1773-1840),Q6581097,male,1773-11-21T00:00:00Z,11,1840-10-22T00:00:00Z,11
Q333442,Herbert Fisher,British politician (1865-1940),Q6581097,male,1865-03-21T00:00:00Z,11,1940-04-18T00:00:00Z,11
Q2347324,"Herbert Gladstone, 1st Viscount Gladstone",British politician (1854-1930),Q6581097,male,1854-01-07T00:00:00Z,11,1930-03-06T00:00:00Z,11
Q335791,Herbert Morrison,British Labour politician (1888-1965),Q6581097,male,1888-01-03T00:00:00Z,11,1965-03-06T00:00:00Z,11
Q335218,"Herbert Samuel, 1st Viscount Samuel",British politician (1870-1963),Q6581097,male,1870-11-06T00:00:00Z,11,1963-02-05T00:00:00Z,11
Q5736213,"Herbrand Sackville, 9th Earl De La Warr",British peer (1900-1976),Q6581097,male,1900-06-20T00:00:00Z,11,1976-01-28T00:00:00Z,11
Q334385,"Herwald Ramsbotham, 1st Viscount Soulbury",British politician (1887-1971),Q6581097,male,1887-03-06T00:00:00Z,11,1971-01-30T00:00:00Z,11
Q332660,Hilary Armstrong,British politician (born 1945),Q6581072,female,1945-11-30T00:00:00Z,11,,
Q262742,Hilary Benn,British politician (born 1953),Q6581097,male,1953-11-26T00:00:00Z,11,,
Q1618119,Hilary Marquand,British politician (1901-1972),Q6581097,male,1901-12-24T00:00:00Z,11,1972-11-06T00:00:00Z,11
Q9292296,"Hilton Young, 1st Baron Kennet",British politician (1879-1960),Q6581097,male,1879-03-20T00:00:00Z,11,1960-07-11T00:00:00Z,11
Q620877,Hubert Walter,Lord Chancellor of England; Bishop of Salisbury; Archbishop of Canterbury; Chief Justiciar of England (1160-1205),Q6581097,male,1160-01-01T00:00:00Z,9,1205-07-20T00:00:00Z,11
Q333804,"Hugh Cairns, 1st Earl Cairns",British statesman who served as Lord Chancellor of Great Britain (1819-1885),Q6581097,male,1819-12-27T00:00:00Z,11,1885-04-02T00:00:00Z,11
Q1217502,Hugh Childers,British politician (1827-1896),Q6581097,male,1827-06-25T00:00:00Z,11,1896-01-29T00:00:00Z,11
Q26207,Hugh Dalton,Welsh politician and British MP (1887-1962),Q6581097,male,1887-08-26T00:00:00Z,11,1962-02-13T00:00:00Z,11
Q337380,Hugh Gaitskell,British politician (1906-1963),Q6581097,male,1906-04-09T00:00:00Z,11,1963-01-18T00:00:00Z,11
Q5931433,Hugh Law,British politician,Q6581097,male,1818-06-19T00:00:00Z,11,1883-09-10T00:00:00Z,11
Q480170,Hugh Robertson,British politician (born 1962),Q6581097,male,1962-10-09T00:00:00Z,11,,
Q5932624,Hugh Segrave,Lord High Treasurer of England (? -1387),Q6581097,male,,,1387-02-12T00:00:00Z,11
Q327716,Hugo Swire,British politician (born 1959),Q6581097,male,1959-11-30T00:00:00Z,11,,
Q333095,Humphrey Atkins,British politician (1922-1996),Q6581097,male,1922-08-12T00:00:00Z,11,1996-10-04T00:00:00Z,11
Q302486,Iain Duncan Smith,British politician,Q6581097,male,1954-04-09T00:00:00Z,11,,
Q333182,Iain Macleod,"British politician, cabinet minister and contract bridge player (1913-1970)",Q6581097,male,1913-11-11T00:00:00Z,11,1970-07-20T00:00:00Z,11
Q1655384,Iain Sproat,British politician (1938-2011),Q6581097,male,1938-11-08T00:00:00Z,11,2011-09-29T00:00:00Z,11
Q333362,"Ian Gilmour, Baron Gilmour of Craigmillar",British politician (1926-2007),Q6581097,male,1926-07-08T00:00:00Z,11,2007-09-21T00:00:00Z,11
Q333030,"Ian Lang, Baron Lang of Monkton",British politician (born 1940),Q6581097,male,1940-06-27T00:00:00Z,11,,
Q333318,Ian McCartney,British politician (born 1951),Q6581097,male,1951-04-25T00:00:00Z,11,,
Q5982575,Ian Pearson,British politician (born 1959),Q6581097,male,1959-04-05T00:00:00Z,11,,
Q5992774,"Ignatius O'Brien, 1st Baron Shandon","Irish politician, lawyer and baronet",Q6581097,male,1857-07-31T00:00:00Z,11,1930-09-10T00:00:00Z,11
Q6076320,Isaac Foot,British politician (1880-1960),Q6581097,male,1880-02-23T00:00:00Z,11,1960-12-13T00:00:00Z,11
Q749659,Ivan Lewis,British politician (born 1967),Q6581097,male,1967-03-04T00:00:00Z,11,,
Q333309,"Ivor Richard, Baron Richard",British politician (1932-2018),Q6581097,male,1932-05-30T00:00:00Z,11,2018-03-18T00:00:00Z,11
Q336214,"Jack Cunningham, Baron Cunningham of Felling",British politician (born 1939),Q6581097,male,1939-08-04T00:00:00Z,11,,
Q6114554,"Jack Pease, 1st Baron Gainford",British politician (1860-1943),Q6581097,male,1860-01-17T00:00:00Z,11,1943-02-15T00:00:00Z,11
Q311278,Jack Straw,British politician (born 1946),Q6581097,male,1946-08-03T00:00:00Z,11,,
Q574980,Jacob Rees-Mogg,British politician (born 1969),Q6581097,male,1969-05-24T00:00:00Z,11,,
Q237217,Jacqui Smith,British politician (born 1962),Q6581072,female,1962-11-03T00:00:00Z,11,,
Q265140,James Brokenshire,British politician,Q6581097,male,1968-01-08T00:00:00Z,11,,
Q336497,"James Bryce, 1st Viscount Bryce",British academic (1838-1922),Q6581097,male,1838-05-10T00:00:00Z,11,1922-01-22T00:00:00Z,11
Q9576,James Callaghan,former prime minister of the United Kingdom (1912–2005),Q6581097,male,1912-03-27T00:00:00Z,11,2005-03-26T00:00:00Z,11
Q1680124,"James Campbell, 1st Baron Glenavy",Irish politician (1851-1931),Q6581097,male,1851-04-04T00:00:00Z,11,1931-03-22T00:00:00Z,11
Q334318,James Chuter Ede,"British teacher, trade unionist and Labour politician (1882-1965)",Q6581097,male,1882-09-11T00:00:00Z,11,1965-11-11T00:00:00Z,11
Q6131460,James Cleverly,politician (born 1969),Q6581097,male,1969-09-04T00:00:00Z,11,,
Q335636,"James Douglas, 2nd Duke of Queensberry",Scottish duke,Q6581097,male,1662-12-18T00:00:00Z,11,1711-07-06T00:00:00Z,11
Q2479905,"James Gascoyne-Cecil, 2nd Marquess of Salisbury",British Conservative politician,Q6581097,male,1791-04-17T00:00:00Z,11,1868-04-12T00:00:00Z,11
Q4381482,"James Gascoyne-Cecil, 4th Marquess of Salisbury",British politician (1861-1947),Q6581097,male,1861-10-23T00:00:00Z,11,1947-04-04T00:00:00Z,11
Q2585405,"James Graham, 1st Duke of Montrose",British politician,Q6581097,male,1682-04-01T00:00:00Z,10,1742-01-07T00:00:00Z,11
Q321003,James Harris,"British politician, born 1807",Q6581097,male,1807-03-25T00:00:00Z,11,1889-05-17T00:00:00Z,11
Q6135995,"James Hewitt, 1st Viscount Lifford",Lord Chancellor of Ireland,Q6581097,male,1712-04-28T00:00:00Z,11,1789-04-28T00:00:00Z,11
Q15985974,James Hobart,"attorney-general, the youngest son of Thomas Hobart of Leyham in Norfolk",Q6581097,male,1436-01-01T00:00:00Z,9,1507-01-01T00:00:00Z,9
Q336480,"James Mackay, Baron Mackay of Clashfern","Lord Chancellor, 1987-1997",Q6581097,male,1927-07-02T00:00:00Z,11,,
Q576067,James Paice,British politician (born 1949),Q6581097,male,1949-04-24T00:00:00Z,11,,
Q333412,"James Prior, Baron Prior",British politician (1927-2016),Q6581097,male,1927-10-11T00:00:00Z,11,2016-12-12T00:00:00Z,11
Q333543,James Purnell,British politician (born 1970),Q6581097,male,1970-03-02T00:00:00Z,11,,
Q2022932,"James St Clair-Erskine, 2nd Earl of Rosslyn",British Army general (1762–1837),Q6581097,male,1762-02-06T00:00:00Z,11,1837-01-18T00:00:00Z,11
Q332603,"James Stanhope, 1st Earl Stanhope",British Army general (1673-1721),Q6581097,male,1673-01-01T00:00:00Z,9,1721-02-05T00:00:00Z,11
Q6143495,"James Stanhope, 7th Earl Stanhope",British Earl and politician,Q6581097,male,1880-11-11T00:00:00Z,11,1967-08-15T00:00:00Z,11
Q6143784,"James Stuart, 1st Viscount Stuart of Findhorn",British politician (1897-1971),Q6581097,male,1897-02-09T00:00:00Z,11,1971-02-20T00:00:00Z,11
Q6143797,"James Stuart-Wortley, 1st Baron Wharncliffe",British soldier and politician,Q6581097,male,1776-10-06T00:00:00Z,11,1845-12-19T00:00:00Z,11
Q94765,James Wilson,"Scottish businessman, economist and Liberal politician (1805-1860)",Q6581097,male,1805-06-03T00:00:00Z,11,1860-08-11T00:00:00Z,11
Q6152441,Jane Kennedy,British politician (born 1958),Q6581072,female,1958-05-04T00:00:00Z,11,,
Q336236,"Janet Royall, Baroness Royall of Blaisdon",British Labour politician (born 1955),Q6581072,female,1955-08-20T00:00:00Z,11,,
Q335926,"Janet Young, Baroness Young",British politician (1926-2002),Q6581072,female,1926-10-23T00:00:00Z,11,2002-09-06T00:00:00Z,11
Q1379995,"Jeff Rooker, Baron Rooker",British politician (born 1941),Q6581097,male,1941-06-05T00:00:00Z,11,,
Q333159,Jeremy Hanley,British politician (born 1945),Q6581097,male,1945-11-17T00:00:00Z,11,,
Q333533,Jeremy Hunt,British politician (born 1966),Q6581097,male,1966-11-01T00:00:00Z,11,,
Q260489,Jeremy Wright,British politician (born 1972),Q6581097,male,1972-10-24T00:00:00Z,11,,
Q577024,Jesse Norman,British politician (born 1962),Q6581097,male,1962-06-23T00:00:00Z,11,,
Q306169,Jim Fitzpatrick,British politician (born 1952),Q6581097,male,1952-04-04T00:00:00Z,11,,
Q333834,Jim Griffiths,British politician (1890-1975),Q6581097,male,1890-09-19T00:00:00Z,11,1975-08-07T00:00:00Z,11
Q333702,Jim Murphy,British politician (born 1967),Q6581097,male,1967-08-23T00:00:00Z,11,,
Q1689184,Jim O'Neill,British economist (born 1957),Q6581097,male,1957-03-17T00:00:00Z,11,,
Q333807,"Jim Wallace, Baron Wallace of Tankerness",British politician (born 1954),Q6581097,male,1954-08-25T00:00:00Z,11,,
Q728063,Jo Johnson,British politician MP (born 1971),Q6581097,male,1971-12-23T00:00:00Z,11,,
Q6205220,"Joan Lestor, Baroness Lestor of Eccles",British politician (1931-1998),Q6581072,female,1931-11-13T00:00:00Z,11,1998-03-27T00:00:00Z,11
Q333079,"Joel Barnett, Baron Barnett",British politician (1923-2014),Q6581097,male,1923-10-14T00:00:00Z,11,2014-11-01T00:00:00Z,11
Q6218368,John Aislabie,English politician and Chancellor of the Exchequer,Q6581097,male,1670-12-04T00:00:00Z,11,1742-06-18T00:00:00Z,11
Q333289,"John Anderson, 1st Viscount Waverley",British Viscount (1882-1958),Q6581097,male,1882-07-08T00:00:00Z,11,1958-01-04T00:00:00Z,11
Q334198,"John Baird, 1st Viscount Stonehaven","Australian journalist, lawyer and politician (1874-1941)",Q6581097,male,1874-04-27T00:00:00Z,11,1941-08-20T00:00:00Z,11
Q6220358,John Baker,"English politician, born 1488",Q6581097,male,1488-01-01T00:00:00Z,9,1558-01-01T00:00:00Z,9
Q337561,John Battle,British politician (born 1951),Q6581097,male,1951-04-26T00:00:00Z,11,,
Q332691,John Biffen,British politician (1930-2007),Q6581097,male,1930-11-03T00:00:00Z,11,2007-08-14T00:00:00Z,11
Q333334,"John Boyd-Carpenter, Baron Boyd-Carpenter",British politician (1908-1998),Q6581097,male,1908-06-02T00:00:00Z,11,1998-07-11T00:00:00Z,11
Q2634873,John Bradshaw,English judge,Q6581097,male,1602-07-15T00:00:00Z,11,1659-10-31T00:00:00Z,11
Q176524,John Bright,British Radical and Liberal statesman 1811-1889,Q6581097,male,1811-11-16T00:00:00Z,11,1889-03-27T00:00:00Z,11
Q337515,John Burns,English trade unionist and politician (1858-1943),Q6581097,male,1858-10-20T00:00:00Z,11,1943-01-24T00:00:00Z,11
Q1699462,John Burns Hynd,British politician (1902-1971),Q6581097,male,1902-04-04T00:00:00Z,11,1971-11-08T00:00:00Z,11
Q332738,"John Campbell, 1st Baron Campbell",British politician (1779-1861),Q6581097,male,1779-09-15T00:00:00Z,11,1861-06-23T00:00:00Z,11
Q335274,"John Carteret, 2nd Earl Granville",British statesman (1690-1763),Q6581097,male,1690-04-22T00:00:00Z,11,1763-01-22T00:00:00Z,11
Q332824,John Charles Herries,British politician and financier (1778-1855),Q6581097,male,1778-11-01T00:00:00Z,10,1855-04-24T00:00:00Z,11
Q1574706,"John Coleridge, 1st Baron Coleridge","British lawyer, judge and Liberal politician (1820-1894)",Q6581097,male,1820-12-03T00:00:00Z,11,1894-06-14T00:00:00Z,11
Q6226788,"John Colville, 1st Baron Clydesmuir",British politician (1894-1954),Q6581097,male,1894-02-13T00:00:00Z,11,1954-10-31T00:00:00Z,11
Q1699659,"John Cope, Baron Cope of Berkeley",British politician (born 1937),Q6581097,male,1937-05-13T00:00:00Z,11,,
Q333136,"John Copley, 1st Baron Lyndhurst",British lawyer and politician (1772-1863),Q6581097,male,1772-05-21T00:00:00Z,11,1863-10-12T00:00:00Z,11
Q6228742,John Davies,"British businessman, born 1916",Q6581097,male,1916-01-08T00:00:00Z,11,1979-07-04T00:00:00Z,11
Q300069,John Denham,British Labour Party politician (born 1953),Q6581097,male,1953-07-15T00:00:00Z,11,,
Q1699922,"John Eden, Baron Eden of Winton",British politician (1925-2020),Q6581097,male,1925-09-15T00:00:00Z,11,2020-05-23T00:00:00Z,11
Q15493870,John Ernle,"English politician, died 1697",Q6581097,male,1620-01-01T00:00:00Z,9,1697-01-01T00:00:00Z,9
Q936913,"John Erskine, 22nd Earl of Mar",Scottish general (1675-1732),Q6581097,male,1675-01-01T00:00:00Z,9,1732-05-01T00:00:00Z,10
Q5949661,"John Fane, 10th Earl of Westmorland",Lord Privy Seal,Q6581097,male,1759-06-01T00:00:00Z,11,1841-12-15T00:00:00Z,11
Q6233772,John Fountaine,English tax resister,Q6581097,male,1600-01-01T00:00:00Z,9,1671-01-01T00:00:00Z,9
Q335713,"John Ganzoni, 2nd Baron Belstead",British peer (1932-2005),Q6581097,male,1932-09-30T00:00:00Z,11,2005-12-03T00:00:00Z,11
Q1700212,"John Gilbert, Baron Gilbert",politician (1927-2013),Q6581097,male,1927-04-05T00:00:00Z,11,2013-06-02T00:00:00Z,11
Q391465,John Glen,British politician (born 1974),Q6581097,male,1974-04-01T00:00:00Z,11,,
Q5765264,John Gorst,British politician,Q6581097,male,1835-05-24T00:00:00Z,11,1916-04-04T00:00:00Z,11
Q333635,John Gummer,British politician (born 1939),Q6581097,male,1939-11-26T00:00:00Z,11,,
Q11727899,"John Hay, 4th Marquess of Tweeddale",Scottish nobleman,Q6581097,male,1695-01-01T00:00:00Z,9,1762-12-09T00:00:00Z,11
Q615077,John Healey,British politician (born 1960),Q6581097,male,1960-02-13T00:00:00Z,11,,
Q1006241,"John Hervey, 2nd Baron Hervey","English courtier, political writer and memoirist (1696-1743)",Q6581097,male,1696-10-13T00:00:00Z,11,1743-08-05T00:00:00Z,11
Q6239616,"John Holles, 1st Duke of Newcastle",British noble,Q6581097,male,1662-01-09T00:00:00Z,11,1711-07-15T00:00:00Z,11
Q335178,"John Hope, 1st Marquess of Linlithgow",British colonial governor (1860-1908),Q6581097,male,1860-09-25T00:00:00Z,11,1908-02-29T00:00:00Z,11
Q332562,"John Hutton, Baron Hutton of Furness",British politician (born 1955),Q6581097,male,1955-05-06T00:00:00Z,11,,
Q6241844,"John Jestyn Llewellin, 1st Baron Llewellin",British politician (1893-1957),Q6581097,male,1893-02-06T00:00:00Z,11,1957-01-24T00:00:00Z,11
Q603499,"John Ker, 1st Duke of Roxburghe",Scottish duke (1680-1741),Q6581097,male,1680-01-01T00:00:00Z,9,1741-02-24T00:00:00Z,11
Q336437,"John Lambton, 1st Earl of Durham",British politician (1792-1840),Q6581097,male,1792-04-12T00:00:00Z,11,1840-07-28T00:00:00Z,11
Q336200,"John Leveson-Gower, 1st Earl Gower",British politician (1694-1754),Q6581097,male,1694-08-10T00:00:00Z,11,1754-12-25T00:00:00Z,11
Q3809418,John Lexington,English baron and royal official (1200-1257),Q6581097,male,1200-01-01T00:00:00Z,6,1257-01-01T00:00:00Z,9
Q6245447,"John Lowther, 1st Viscount Lonsdale",English politician,Q6581097,male,1655-04-25T00:00:00Z,11,1700-07-10T00:00:00Z,11
Q332940,"John MacGregor, Baron MacGregor of Pulham Market",British politician (born 1937),Q6581097,male,1937-02-14T00:00:00Z,11,,
Q6246292,"John Maclay, 1st Viscount Muirshiel",British politician (1905-1992),Q6581097,male,1905-10-26T00:00:00Z,11,1992-08-17T00:00:00Z,11
Q9559,John Major,former prime minister of the United Kingdom (born 1943),Q6581097,male,1943-03-29T00:00:00Z,11,,
Q2086683,"John Manners, 7th Duke of Rutland",British politician,Q6581097,male,1818-12-13T00:00:00Z,11,1906-08-04T00:00:00Z,11
Q333007,"John Maples, Baron Maples",British politician and Member of Parliament (1943-2012),Q6581097,male,1943-04-22T00:00:00Z,11,2012-06-09T00:00:00Z,11
Q3809463,John Maunsell,Chancellor to King Henry III of England,Q6581097,male,1190-01-01T00:00:00Z,9,1263-01-01T00:00:00Z,9
Q3809463,John Maunsell,Chancellor to King Henry III of England,Q6581097,male,1190-01-01T00:00:00Z,9,1265-01-01T00:00:00Z,9
Q93557,"John Moore, Baron Moore of Lower Marsh",British politician (1937-2019),Q6581097,male,1937-11-26T00:00:00Z,11,2019-05-20T00:00:00Z,11
Q336729,"John Moore-Brabazon, 1st Baron Brabazon of Tara",British politician (1884-1964),Q6581097,male,1884-02-08T00:00:00Z,11,1964-05-17T00:00:00Z,11
Q333519,"John Morley, 1st Viscount Morley of Blackburn",British Liberal statesman (1838-1923),Q6581097,male,1838-12-24T00:00:00Z,11,1923-09-23T00:00:00Z,11
Q333932,"John Morris, Baron Morris of Aberavon",British politician,Q6581097,male,1931-11-05T00:00:00Z,11,,
Q333406,John Nott,British politician (born 1932),Q6581097,male,1932-02-01T00:00:00Z,11,,
Q175162,"John Patten, Baron Patten",British politician (born 1945),Q6581097,male,1945-07-17T00:00:00Z,11,,
Q1701413,"John Peyton, Baron Peyton of Yeovil",British politician (1919-2006),Q6581097,male,1919-02-13T00:00:00Z,11,2006-11-22T00:00:00Z,11
Q335642,"John Pitt, 2nd Earl of Chatham",British Army general (1756-1835),Q6581097,male,1756-10-09T00:00:00Z,11,1835-09-24T00:00:00Z,11
Q6253138,"John Ponsonby, 4th Earl of Bessborough",British politician (1781-1847),Q6581097,male,1781-08-31T00:00:00Z,11,1847-05-16T00:00:00Z,11
Q6253333,John Pratt,English judge and politician,Q6581097,male,1657-01-01T00:00:00Z,9,1725-01-01T00:00:00Z,9
Q333418,"John Pratt, 1st Marquess Camden",British noble (1759-1840),Q6581097,male,1759-02-11T00:00:00Z,11,1840-10-08T00:00:00Z,11
Q332393,John Prescott,Deputy Prime Minister of the United Kingdom (1997–2007),Q6581097,male,1938-05-31T00:00:00Z,11,,
Q7167529,John Pybus,British politician (1880-1935),Q6581097,male,1880-01-25T00:00:00Z,11,1935-10-23T00:00:00Z,11
Q6254150,"John Ramsay, 13th Earl of Dalhousie",British politician,Q6581097,male,1847-01-29T00:00:00Z,11,1887-11-25T00:00:00Z,11
Q333846,John Redwood,British politician (born 1951),Q6581097,male,1951-06-15T00:00:00Z,11,,
Q333461,"John Reid, Baron Reid of Cardowan",British politician (born 1947),Q6581097,male,1947-05-08T00:00:00Z,11,,
Q320851,"John Reith, 1st Baron Reith",British broadcasting executive (1889-1971),Q6581097,male,1889-07-20T00:00:00Z,11,1971-06-16T00:00:00Z,11
Q6255053,"John Robartes, 1st Earl of Radnor",English politician,Q6581097,male,1606-01-01T00:00:00Z,9,1685-07-27T00:00:00Z,11
Q332915,John Robert Clynes,British politician and trade unionist (1869-1949),Q6581097,male,1869-03-27T00:00:00Z,11,1949-10-23T00:00:00Z,11
Q3951793,John Robinson,"English diplomat and prelate, born 1650",Q6581097,male,1650-11-07T00:00:00Z,11,1723-04-11T00:00:00Z,11
Q6255522,John Rolt,British politician,Q6581097,male,1804-10-05T00:00:00Z,11,1871-06-06T00:00:00Z,11
Q157259,"John Russell, 1st Earl Russell",British statesman and twice Prime Minister (1792–1878),Q6581097,male,1792-08-18T00:00:00Z,11,1878-05-28T00:00:00Z,11
Q745977,"John Russell, 1st Earl of Bedford",English royal minister in the Tudor era (1485-1554),Q6581097,male,1485-01-01T00:00:00Z,9,1555-03-24T00:00:00Z,11
Q335406,"John Russell, 4th Duke of Bedford",British politician (1710-1771),Q6581097,male,1710-09-30T00:00:00Z,11,1771-01-15T00:00:00Z,11
Q6256605,John Sandale,14th-century English bishop & court official,Q6581097,male,1250-01-01T00:00:00Z,7,1319-11-10T00:00:00Z,11
Q337737,"John Scott, 1st Earl of Eldon","British barrister and politician, born 1751",Q6581097,male,1751-06-04T00:00:00Z,11,1838-01-13T00:00:00Z,11
Q6257470,John Shaw-Lefevre,"British barrister, Whig politician and civil servant",Q6581097,male,1797-01-24T00:00:00Z,11,1879-08-20T00:00:00Z,11
Q2736244,"John Sheffield, 1st Duke of Buckingham and Normanby",English poet and notable Tory politician of the late Stuart period,Q6581097,male,1647-09-08T00:00:00Z,11,1721-02-24T00:00:00Z,11
Q2736244,"John Sheffield, 1st Duke of Buckingham and Normanby",English poet and notable Tory politician of the late Stuart period,Q6581097,male,1648-04-07T00:00:00Z,11,1721-02-24T00:00:00Z,11
Q6257849,John Silkin,British politician (1923-1987),Q6581097,male,1923-03-18T00:00:00Z,11,1987-04-26T00:00:00Z,11
Q333091,"John Simon, 1st Viscount Simon",British politician (1873-1954),Q6581097,male,1873-02-28T00:00:00Z,11,1954-01-11T00:00:00Z,11
Q11727985,"John Sinclair, 1st Baron Pentland","Scottish Liberal Party politician, soldier, peer, administrator",Q6581097,male,1860-07-07T00:00:00Z,11,1925-01-11T00:00:00Z,11
Q6258265,John Smith,"English politician, twice serving as Chancellor of the Exchequer (1655-1723)",Q6581097,male,1655-01-01T00:00:00Z,9,1723-01-01T00:00:00Z,9
Q332377,John Smith,Labour Party leader from Scotland (1938-1994),Q6581097,male,1938-09-13T00:00:00Z,11,1994-05-12T00:00:00Z,11
Q2855776,"John Somers, 1st Baron Somers",British Baron,Q6581097,male,1650-03-04T00:00:00Z,11,1716-04-26T00:00:00Z,11
Q2855776,"John Somers, 1st Baron Somers",British Baron,Q6581097,male,1650-03-04T00:00:00Z,11,1716-05-07T00:00:00Z,11
Q2855776,"John Somers, 1st Baron Somers",British Baron,Q6581097,male,1651-03-14T00:00:00Z,11,1716-04-26T00:00:00Z,11
Q2855776,"John Somers, 1st Baron Somers",British Baron,Q6581097,male,1651-03-14T00:00:00Z,11,1716-05-07T00:00:00Z,11
Q389677,John Spellar,British politician (born 1947),Q6581097,male,1947-08-05T00:00:00Z,11,,
Q386213,"John Spencer, 3rd Earl Spencer",British politician (1782-1845),Q6581097,male,1782-05-30T00:00:00Z,11,1845-10-01T00:00:00Z,11
Q333281,"John Spencer, 5th Earl Spencer",British politician (1835-1910),Q6581097,male,1835-10-27T00:00:00Z,11,1910-08-13T00:00:00Z,11
Q333355,"John Spencer-Churchill, 7th Duke of Marlborough","British Conservative cabinet minister, politician, and nobleman (1822-1883)",Q6581097,male,1822-06-02T00:00:00Z,11,1883-07-04T00:00:00Z,11
Q389109,John Stanley,British politician,Q6581097,male,1942-01-19T00:00:00Z,11,,
Q1639223,John Stonehouse,British politician (1925-1988),Q6581097,male,1925-07-28T00:00:00Z,11,1988-04-14T00:00:00Z,11
Q294651,"John Stuart, 3rd Earl of Bute","British nobleman, art collector, and Prime Minister of Great Britain (1713-1792)",Q6581097,male,1713-05-25T00:00:00Z,11,1792-03-10T00:00:00Z,11
Q21416528,John Sullivan,British Under-Secretary of State for War and the Colonies from 1801 to 1804,Q6581097,male,,,,
Q6260523,John Thomas Ball,British politician,Q6581097,male,1815-07-24T00:00:00Z,11,1898-03-17T00:00:00Z,11
Q334298,"John Wakeham, Baron Wakeham",British businessman and Conservative Party politician (born 1932),Q6581097,male,1932-06-22T00:00:00Z,11,,
Q334108,"John Ward, 1st Earl of Dudley",British politician (1781-1833),Q6581097,male,1781-08-09T00:00:00Z,11,1833-03-06T00:00:00Z,11
Q766908,John Wheatley,Scottish socialist politician (1869-1930),Q6581097,male,1869-05-19T00:00:00Z,11,1930-05-12T00:00:00Z,11
Q264684,John Whittingdale,"British politician; was appointed Secretary of State for Culture, Media and Sport (born 1959)",Q6581097,male,1959-10-16T00:00:00Z,11,,
Q335342,"John Wodehouse, 1st Earl of Kimberley",British diplomat (1826-1902),Q6581097,male,1826-01-07T00:00:00Z,11,1902-04-08T00:00:00Z,11
Q272234,Jon Trickett,British politician (born 1950),Q6581097,male,1950-07-02T00:00:00Z,11,,
Q332881,Jonathan Aitken,"Conservative Member of Parliament, former British government Cabinet minister (born 1942)",Q6581097,male,1942-08-30T00:00:00Z,11,,
Q303716,Jonathan Evans,British politician (born 1950),Q6581097,male,1950-06-02T00:00:00Z,11,,
Q1703194,"Jonathan Hill, Baron Hill of Oareford",British Conservative politician (born 1960),Q6581097,male,1960-07-24T00:00:00Z,11,,
Q315999,Joseph Chamberlain,British politician (1836-1914),Q6581097,male,1836-07-08T00:00:00Z,11,1914-07-02T00:00:00Z,11
Q6287870,Joseph Westwood,British politician (1884-1948),Q6581097,male,1884-02-11T00:00:00Z,11,1948-07-17T00:00:00Z,11
Q2912529,"Josiah Wedgwood, Baron Wedgwood",British politician (1872-1943),Q6581097,male,1872-03-16T00:00:00Z,11,1943-07-26T00:00:00Z,11
Q1710027,"Joyce Anelay, Baroness Anelay of St Johns","Schoolteacher, politician (born 1947)",Q6581072,female,1947-07-17T00:00:00Z,11,,
Q137911,"Joyce Quin, Baroness Quin",British politician (born 1944),Q6581072,female,1944-11-26T00:00:00Z,11,,
Q333087,Judith Hart,British politician (1924-1991),Q6581072,female,1924-09-18T00:00:00Z,11,1991-12-07T00:00:00Z,11
Q390794,Julian Smith,Member of United Kingdom Parliament (born 1971),Q6581097,male,1971-08-30T00:00:00Z,11,,
Q1712531,Julius Caesar,English judge,Q6581097,male,1557-01-01T00:00:00Z,9,1636-04-18T00:00:00Z,11
Q1712531,Julius Caesar,English judge,Q6581097,male,1558-01-01T00:00:00Z,9,1636-04-18T00:00:00Z,11
Q333012,Justine Greening,British politician (born 1969),Q6581072,female,1969-04-30T00:00:00Z,11,,
Q264560,Karen Bradley,British politician (born 1970),Q6581072,female,1970-03-12T00:00:00Z,11,,
Q689166,Kate Hoey,British politician (born 1946),Q6581072,female,1946-06-21T00:00:00Z,11,,
Q333694,Keith Joseph,British barrister and politician (1918-1994),Q6581097,male,1918-01-17T00:00:00Z,11,1994-12-10T00:00:00Z,11
Q267105,Keith Vaz,British politician (born 1956),Q6581097,male,1956-11-26T00:00:00Z,11,,
Q21592171,Kemi Badenoch,British politician (born 1980),Q6581072,female,1980-01-01T00:00:00Z,10,,
Q333390,"Kenneth Baker, Baron Baker of Dorking",British politician,Q6581097,male,1934-11-03T00:00:00Z,11,,
Q271889,Kenneth Clarke,British Conservative politician (born 1940),Q6581097,male,1940-07-02T00:00:00Z,11,,
Q6390638,Kenneth Robinson,British politician (1911-1996),Q6581097,male,1911-03-19T00:00:00Z,11,1996-02-16T00:00:00Z,11
Q736160,Kim Howells,British politician (born 1946),Q6581097,male,1946-11-27T00:00:00Z,11,,
